lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source
L001140,2025-09-10,Technology,201-1000,Price quote,8.94,2,0,synthetic_demo
L007185,2025-09-10,Manufacturing,1001+,Price quote,3.02,3,1,synthetic_demo
L007267,2025-09-10,Retail,1001+,Bulk order,18.37,2,0,synthetic_demo
L004868,2025-09-10,Manufacturing,51-200,Bulk order,10.21,4,0,synthetic_demo
L000067,2025-09-10,Healthcare,1-50,Supplier request,5.42,0,0,synthetic_demo
L011747,2025-09-10,Retail,51-200,Bulk order,7.54,4,0,synthetic_demo
L000580,2025-09-10,Retail,51-200,Price quote,4.82,3,1,synthetic_demo
L002110,2025-09-10,Manufacturing,201-1000,Product enquiry,3.26,2,0,synthetic_demo
L010487,2025-09-10,Manufacturing,1-50,Bulk order,6.26,2,0,synthetic_demo
L000428,2025-09-10,Technology,1001+,Bulk order,12.1,2,0,synthetic_demo
L007884,2025-09-10,Technology,51-200,Product enquiry,0.35,1,0,synthetic_demo
L000184,2025-09-10,Retail,201-1000,Price quote,20.67,7,0,synthetic_demo
L010287,2025-09-10,Construction,201-1000,Price quote,21.77,0,0,synthetic_demo
L000913,2025-09-10,Construction,1-50,Bulk order,6.08,0,1,synthetic_demo
L002551,2025-09-10,Healthcare,1-50,Bulk order,10.05,1,0,synthetic_demo
L005795,2025-09-10,Technology,201-1000,Bulk order,2.52,3,1,synthetic_demo
L000811,2025-09-10,Manufacturing,201-1000,Price quote,8.23,1,0,synthetic_demo
L005665,2025-09-10,Manufacturing,1-50,Price quote,17.11,0,0,synthetic_demo
L011067,2025-09-10,Construction,51-200,Price quote,1.88,4,1,synthetic_demo
L000964,2025-09-10,Manufacturing,201-1000,Bulk order,3.96,2,1,synthetic_demo
L009057,2025-09-10,Healthcare,201-1000,Price quote,1.28,1,0,synthetic_demo
L011454,2025-09-10,Manufacturing,201-1000,Price quote,15.74,2,0,synthetic_demo
L006524,2025-09-10,Manufacturing,1-50,Price quote,15.0,2,0,synthetic_demo
L007655,2025-09-11,Manufacturing,51-200,Price quote,9.73,2,0,synthetic_demo
L003831,2025-09-11,Retail,201-1000,Price quote,10.71,5,0,synthetic_demo
L009338,2025-09-11,Healthcare,51-200,Price quote,22.5,0,0,synthetic_demo
L010696,2025-09-11,Manufacturing,51-200,Supplier request,0.86,2,0,synthetic_demo
L000034,2025-09-11,Retail,1-50,Bulk order,24.31,1,0,synthetic_demo
L008494,2025-09-11,Construction,1001+,Product enquiry,5.75,4,0,synthetic_demo
L006070,2025-09-11,Manufacturing,1-50,Bulk order,5.08,0,0,synthetic_demo
L003778,2025-09-11,Manufacturing,1001+,Product enquiry,44.52,3,0,synthetic_demo
L011489,2025-09-11,Manufacturing,51-200,Product enquiry,12.8,3,1,synthetic_demo
L008061,2025-09-11,Healthcare,201-1000,Supplier request,13.07,1,1,synthetic_demo
L010092,2025-09-11,Manufacturing,1001+,Supplier request,1.82,2,1,synthetic_demo
L005370,2025-09-11,Retail,1-50,Product enquiry,18.79,1,0,synthetic_demo
L010430,2025-09-11,Healthcare,201-1000,Product enquiry,3.89,3,0,synthetic_demo
L005462,2025-09-11,Manufacturing,1-50,Price quote,11.13,1,0,synthetic_demo
L003924,2025-09-11,Construction,51-200,Price quote,6.33,3,0,synthetic_demo
L005867,2025-09-11,Technology,1-50,Bulk order,6.47,2,0,synthetic_demo
L005162,2025-09-11,Construction,201-1000,Price quote,13.05,2,0,synthetic_demo
L001971,2025-09-11,Retail,201-1000,Product enquiry,6.43,1,0,synthetic_demo
L007548,2025-09-11,Manufacturing,51-200,Bulk order,13.45,7,0,synthetic_demo
L000700,2025-09-11,Retail,51-200,Price quote,3.05,1,0,synthetic_demo
L008973,2025-09-11,Technology,51-200,Product enquiry,4.95,2,0,synthetic_demo
L010774,2025-09-11,Healthcare,1-50,Price quote,15.06,1,0,synthetic_demo
L008783,2025-09-11,Construction,1001+,Price quote,4.5,1,0,synthetic_demo
L009559,2025-09-11,Healthcare,201-1000,Bulk order,4.25,1,1,synthetic_demo
L008576,2025-09-11,Healthcare,1-50,Supplier request,12.03,3,0,synthetic_demo
L008773,2025-09-11,Technology,201-1000,Supplier request,5.2,1,0,synthetic_demo
L001303,2025-09-11,Technology,1001+,Supplier request,4.18,1,0,synthetic_demo
L007407,2025-09-11,Construction,201-1000,Bulk order,4.26,0,0,synthetic_demo
L010156,2025-09-11,Retail,1-50,Price quote,2.24,0,0,synthetic_demo
L004036,2025-09-11,Retail,201-1000,Product enquiry,11.48,0,0,synthetic_demo
L002416,2025-09-11,Manufacturing,51-200,Price quote,17.86,4,0,synthetic_demo
L004716,2025-09-11,Manufacturing,1-50,Product enquiry,20.27,5,1,synthetic_demo
L005453,2025-09-12,Technology,1001+,Supplier request,18.25,3,1,synthetic_demo
L005250,2025-09-12,Technology,201-1000,Product enquiry,6.23,1,0,synthetic_demo
L003519,2025-09-12,Healthcare,1-50,Price quote,3.38,2,1,synthetic_demo
L008947,2025-09-12,Manufacturing,51-200,Price quote,2.34,2,0,synthetic_demo
L000806,2025-09-12,Manufacturing,1-50,Price quote,9.26,4,0,synthetic_demo
L009374,2025-09-12,Construction,1-50,Bulk order,1.74,1,0,synthetic_demo
L000406,2025-09-12,Construction,201-1000,Product enquiry,12.5,0,0,synthetic_demo
L000565,2025-09-12,Healthcare,51-200,Supplier request,14.26,1,0,synthetic_demo
L009272,2025-09-12,Technology,1001+,Price quote,13.6,5,1,synthetic_demo
L002668,2025-09-12,Manufacturing,201-1000,Price quote,7.77,3,0,synthetic_demo
L008764,2025-09-12,Technology,1001+,Product enquiry,13.67,2,0,synthetic_demo
L007246,2025-09-12,Construction,1-50,Price quote,23.35,4,0,synthetic_demo
L008414,2025-09-12,Retail,1001+,Supplier request,7.39,3,0,synthetic_demo
L008817,2025-09-12,Construction,201-1000,Bulk order,5.11,0,0,synthetic_demo
L003108,2025-09-12,Healthcare,1-50,Product enquiry,9.82,2,0,synthetic_demo
L009063,2025-09-12,Retail,51-200,Bulk order,4.65,1,0,synthetic_demo
L006195,2025-09-12,Manufacturing,1-50,Product enquiry,2.84,1,0,synthetic_demo
L004813,2025-09-12,Healthcare,201-1000,Product enquiry,9.44,3,0,synthetic_demo
L004045,2025-09-12,Retail,201-1000,Product enquiry,14.3,1,0,synthetic_demo
L003777,2025-09-12,Technology,1-50,Price quote,16.36,0,0,synthetic_demo
L007332,2025-09-12,Construction,201-1000,Price quote,7.19,2,0,synthetic_demo
L000380,2025-09-12,Technology,1-50,Bulk order,5.76,1,1,synthetic_demo
L000138,2025-09-12,Retail,201-1000,Price quote,11.65,2,0,synthetic_demo
L000160,2025-09-12,Technology,1001+,Price quote,9.22,4,0,synthetic_demo
L010098,2025-09-12,Construction,1001+,Price quote,6.3,1,1,synthetic_demo
L003846,2025-09-12,Healthcare,51-200,Price quote,6.52,2,0,synthetic_demo
L008823,2025-09-12,Healthcare,201-1000,Bulk order,12.54,0,0,synthetic_demo
L007662,2025-09-12,Construction,1001+,Price quote,19.69,2,0,synthetic_demo
L006541,2025-09-12,Construction,201-1000,Supplier request,11.48,2,0,synthetic_demo
L001339,2025-09-12,Construction,201-1000,Price quote,2.43,2,0,synthetic_demo
L010787,2025-09-12,Technology,51-200,Supplier request,4.51,4,0,synthetic_demo
L006127,2025-09-13,Manufacturing,51-200,Product enquiry,24.82,1,0,synthetic_demo
L002556,2025-09-13,Technology,201-1000,Supplier request,4.02,3,1,synthetic_demo
L007341,2025-09-13,Healthcare,201-1000,Supplier request,27.4,2,0,synthetic_demo
L001278,2025-09-13,Manufacturing,1001+,Price quote,15.4,3,0,synthetic_demo
L010985,2025-09-13,Technology,1001+,Price quote,12.29,1,0,synthetic_demo
L010984,2025-09-13,Manufacturing,201-1000,Product enquiry,7.07,0,0,synthetic_demo
L009867,2025-09-13,Manufacturing,201-1000,Product enquiry,46.69,3,1,synthetic_demo
L006119,2025-09-13,Construction,51-200,Product enquiry,7.4,6,1,synthetic_demo
L004251,2025-09-13,Retail,1-50,Product enquiry,38.05,3,0,synthetic_demo
L004227,2025-09-13,Healthcare,1001+,Price quote,14.18,2,0,synthetic_demo
L011818,2025-09-13,Manufacturing,1-50,Price quote,11.58,3,0,synthetic_demo
L009273,2025-09-13,Construction,201-1000,Product enquiry,15.8,6,0,synthetic_demo
L002673,2025-09-13,Retail,51-200,Price quote,10.59,1,1,synthetic_demo
L005898,2025-09-13,Technology,1-50,Price quote,1.73,1,0,synthetic_demo
L008177,2025-09-13,Healthcare,201-1000,Price quote,2.8,1,0,synthetic_demo
L011612,2025-09-13,Healthcare,1-50,Supplier request,7.8,1,0,synthetic_demo
L010435,2025-09-13,Retail,51-200,Price quote,7.44,6,0,synthetic_demo
L002196,2025-09-13,Technology,201-1000,Bulk order,4.42,3,0,synthetic_demo
L006998,2025-09-13,Retail,51-200,Bulk order,1.48,5,1,synthetic_demo
L002047,2025-09-13,Retail,1001+,Product enquiry,30.23,0,0,synthetic_demo
L011158,2025-09-13,Construction,51-200,Product enquiry,9.81,2,0,synthetic_demo
L010853,2025-09-13,Healthcare,51-200,Supplier request,4.04,2,0,synthetic_demo
L005949,2025-09-13,Retail,1-50,Product enquiry,14.12,3,0,synthetic_demo
L011156,2025-09-14,Manufacturing,201-1000,Supplier request,6.15,4,0,synthetic_demo
L009204,2025-09-14,Retail,51-200,Price quote,10.91,2,0,synthetic_demo
L003937,2025-09-14,Retail,1001+,Product enquiry,8.02,0,0,synthetic_demo
L000249,2025-09-14,Retail,51-200,Supplier request,5.37,2,0,synthetic_demo
L004915,2025-09-14,Retail,201-1000,Product enquiry,3.0,3,0,synthetic_demo
L008657,2025-09-14,Manufacturing,201-1000,Price quote,5.74,2,0,synthetic_demo
L000276,2025-09-14,Retail,51-200,Supplier request,7.35,0,0,synthetic_demo
L005637,2025-09-14,Manufacturing,1-50,Bulk order,5.57,0,0,synthetic_demo
L006102,2025-09-14,Manufacturing,201-1000,Supplier request,11.03,1,0,synthetic_demo
L006180,2025-09-14,Retail,201-1000,Product enquiry,5.64,2,0,synthetic_demo
L007421,2025-09-14,Manufacturing,201-1000,Product enquiry,25.8,3,0,synthetic_demo
L006920,2025-09-14,Healthcare,51-200,Price quote,2.09,2,0,synthetic_demo
L000692,2025-09-14,Construction,51-200,Product enquiry,5.13,1,0,synthetic_demo
L001352,2025-09-14,Technology,1001+,Product enquiry,7.03,2,0,synthetic_demo
L006701,2025-09-14,Manufacturing,51-200,Bulk order,21.03,2,0,synthetic_demo
L002519,2025-09-14,Healthcare,1-50,Price quote,14.12,3,0,synthetic_demo
L006511,2025-09-14,Technology,51-200,Bulk order,33.11,2,0,synthetic_demo
L011649,2025-09-14,Retail,1-50,Price quote,20.73,0,0,synthetic_demo
L005944,2025-09-14,Technology,1-50,Product enquiry,9.14,3,0,synthetic_demo
L008738,2025-09-14,Retail,51-200,Bulk order,2.51,2,0,synthetic_demo
L002710,2025-09-14,Healthcare,201-1000,Price quote,9.26,3,0,synthetic_demo
L003900,2025-09-14,Manufacturing,51-200,Product enquiry,16.32,3,0,synthetic_demo
L008772,2025-09-14,Construction,1-50,Product enquiry,7.79,3,1,synthetic_demo
L004169,2025-09-14,Healthcare,1-50,Product enquiry,18.38,1,0,synthetic_demo
L002136,2025-09-14,Healthcare,51-200,Product enquiry,14.42,1,1,synthetic_demo
L001822,2025-09-14,Healthcare,1001+,Bulk order,10.84,3,1,synthetic_demo
L007721,2025-09-14,Manufacturing,51-200,Product enquiry,13.35,3,0,synthetic_demo
L006378,2025-09-14,Construction,51-200,Price quote,9.02,3,0,synthetic_demo
L007175,2025-09-14,Retail,1001+,Price quote,0.63,3,0,synthetic_demo
L003926,2025-09-14,Healthcare,201-1000,Product enquiry,6.56,3,1,synthetic_demo
L006800,2025-09-14,Manufacturing,51-200,Price quote,1.72,4,1,synthetic_demo
L011023,2025-09-14,Construction,201-1000,Bulk order,6.2,1,0,synthetic_demo
L000418,2025-09-14,Technology,1-50,Product enquiry,9.08,2,0,synthetic_demo
L005701,2025-09-14,Technology,201-1000,Price quote,10.77,1,0,synthetic_demo
L001686,2025-09-14,Manufacturing,1-50,Bulk order,21.7,4,0,synthetic_demo
L006590,2025-09-14,Healthcare,1-50,Price quote,7.93,0,0,synthetic_demo
L010618,2025-09-14,Technology,51-200,Bulk order,10.59,2,0,synthetic_demo
L005446,2025-09-14,Retail,51-200,Product enquiry,4.71,1,0,synthetic_demo
L002996,2025-09-15,Retail,1001+,Price quote,8.92,3,0,synthetic_demo
L002139,2025-09-15,Technology,1-50,Supplier request,9.66,2,0,synthetic_demo
L003143,2025-09-15,Construction,1-50,Price quote,13.57,5,0,synthetic_demo
L011437,2025-09-15,Retail,1-50,Supplier request,7.24,3,0,synthetic_demo
L008575,2025-09-15,Construction,51-200,Product enquiry,9.36,2,0,synthetic_demo
L003184,2025-09-15,Manufacturing,51-200,Price quote,12.42,3,0,synthetic_demo
L007192,2025-09-15,Retail,51-200,Bulk order,16.93,2,0,synthetic_demo
L006909,2025-09-15,Construction,1-50,Bulk order,15.38,1,0,synthetic_demo
L000534,2025-09-15,Healthcare,51-200,Price quote,9.51,3,0,synthetic_demo
L011390,2025-09-15,Retail,201-1000,Supplier request,5.67,4,0,synthetic_demo
L009714,2025-09-15,Technology,51-200,Product enquiry,14.03,3,0,synthetic_demo
L001093,2025-09-15,Retail,51-200,Bulk order,9.11,5,0,synthetic_demo
L002943,2025-09-15,Technology,201-1000,Product enquiry,1.75,2,1,synthetic_demo
L001498,2025-09-15,Healthcare,51-200,Price quote,12.9,1,0,synthetic_demo
L011071,2025-09-15,Construction,201-1000,Price quote,5.36,1,0,synthetic_demo
L011185,2025-09-15,Manufacturing,201-1000,Price quote,10.14,2,0,synthetic_demo
L001869,2025-09-15,Healthcare,1-50,Bulk order,8.11,0,0,synthetic_demo
L001152,2025-09-15,Construction,201-1000,Product enquiry,16.98,1,0,synthetic_demo
L006322,2025-09-15,Retail,51-200,Price quote,11.55,2,0,synthetic_demo
L008456,2025-09-15,Manufacturing,201-1000,Bulk order,4.55,1,0,synthetic_demo
L004242,2025-09-15,Technology,1001+,Product enquiry,24.25,3,0,synthetic_demo
L010366,2025-09-15,Manufacturing,1-50,Price quote,24.42,2,0,synthetic_demo
L010496,2025-09-15,Construction,201-1000,Supplier request,13.2,2,0,synthetic_demo
L010464,2025-09-15,Technology,201-1000,Price quote,7.68,2,0,synthetic_demo
L004504,2025-09-15,Retail,201-1000,Price quote,12.26,3,0,synthetic_demo
L010472,2025-09-15,Healthcare,1-50,Product enquiry,5.64,3,0,synthetic_demo
L004143,2025-09-15,Manufacturing,1-50,Supplier request,18.12,4,0,synthetic_demo
L004146,2025-09-15,Manufacturing,1-50,Price quote,8.47,3,0,synthetic_demo
L000445,2025-09-15,Retail,51-200,Supplier request,14.02,0,0,synthetic_demo
L004038,2025-09-15,Technology,51-200,Bulk order,10.03,1,0,synthetic_demo
L010367,2025-09-15,Technology,51-200,Price quote,8.51,1,0,synthetic_demo
L008315,2025-09-15,Manufacturing,1001+,Bulk order,32.78,3,0,synthetic_demo
L006406,2025-09-16,Technology,201-1000,Product enquiry,17.65,3,0,synthetic_demo
L009602,2025-09-16,Manufacturing,51-200,Price quote,9.05,0,0,synthetic_demo
L007701,2025-09-16,Manufacturing,1-50,Product enquiry,12.09,3,0,synthetic_demo
L008779,2025-09-16,Construction,51-200,Price quote,9.5,1,0,synthetic_demo
L009504,2025-09-16,Manufacturing,201-1000,Price quote,29.41,4,0,synthetic_demo
L004743,2025-09-16,Technology,1001+,Product enquiry,5.08,2,0,synthetic_demo
L009895,2025-09-16,Healthcare,1001+,Supplier request,14.17,1,0,synthetic_demo
L011536,2025-09-16,Manufacturing,201-1000,Product enquiry,19.67,0,0,synthetic_demo
L006059,2025-09-16,Technology,201-1000,Product enquiry,18.32,5,1,synthetic_demo
L008406,2025-09-16,Technology,1001+,Price quote,19.04,1,0,synthetic_demo
L007940,2025-09-16,Healthcare,51-200,Price quote,6.74,1,0,synthetic_demo
L005597,2025-09-16,Construction,1-50,Price quote,7.49,2,0,synthetic_demo
L007717,2025-09-16,Healthcare,201-1000,Supplier request,13.81,3,0,synthetic_demo
L011027,2025-09-16,Manufacturing,1-50,Price quote,6.36,0,1,synthetic_demo
L011026,2025-09-16,Technology,1-50,Price quote,11.98,1,0,synthetic_demo
L010457,2025-09-16,Healthcare,1-50,Bulk order,8.87,2,1,synthetic_demo
L010250,2025-09-16,Construction,201-1000,Bulk order,15.42,0,0,synthetic_demo
L010033,2025-09-16,Technology,201-1000,Bulk order,4.03,3,1,synthetic_demo
L007982,2025-09-16,Construction,51-200,Price quote,8.49,2,0,synthetic_demo
L006502,2025-09-16,Retail,201-1000,Product enquiry,15.35,0,0,synthetic_demo
L004993,2025-09-16,Technology,201-1000,Bulk order,8.93,2,0,synthetic_demo
L010208,2025-09-16,Manufacturing,201-1000,Bulk order,6.58,1,0,synthetic_demo
L009984,2025-09-16,Healthcare,201-1000,Price quote,19.18,1,0,synthetic_demo
L008240,2025-09-16,Retail,51-200,Product enquiry,4.37,0,0,synthetic_demo
L006728,2025-09-16,Retail,1-50,Bulk order,5.64,3,0,synthetic_demo
L011592,2025-09-16,Manufacturing,201-1000,Product enquiry,5.43,6,1,synthetic_demo
L006704,2025-09-16,Manufacturing,1-50,Bulk order,10.08,1,0,synthetic_demo
L003010,2025-09-16,Technology,51-200,Price quote,15.09,5,0,synthetic_demo
L009746,2025-09-16,Technology,1001+,Price quote,7.66,1,0,synthetic_demo
L004032,2025-09-16,Retail,201-1000,Product enquiry,4.33,2,0,synthetic_demo
L003938,2025-09-16,Healthcare,51-200,Bulk order,0.16,2,0,synthetic_demo
L010550,2025-09-16,Healthcare,51-200,Supplier request,9.61,1,0,synthetic_demo
L011520,2025-09-16,Healthcare,51-200,Product enquiry,20.95,4,0,synthetic_demo
L005418,2025-09-16,Construction,201-1000,Price quote,9.7,1,1,synthetic_demo
L006893,2025-09-16,Manufacturing,201-1000,Bulk order,11.55,2,0,synthetic_demo
L000233,2025-09-17,Construction,1-50,Bulk order,12.06,2,0,synthetic_demo
L007024,2025-09-17,Retail,51-200,Supplier request,1.67,1,0,synthetic_demo
L003169,2025-09-17,Manufacturing,1-50,Supplier request,10.08,3,0,synthetic_demo
L011136,2025-09-17,Construction,51-200,Bulk order,29.34,3,0,synthetic_demo
L000438,2025-09-17,Healthcare,1-50,Product enquiry,3.79,2,0,synthetic_demo
L003666,2025-09-17,Retail,201-1000,Price quote,18.15,2,0,synthetic_demo
L003164,2025-09-17,Technology,51-200,Supplier request,16.9,2,0,synthetic_demo
L002074,2025-09-17,Construction,51-200,Supplier request,12.52,4,0,synthetic_demo
L003537,2025-09-17,Manufacturing,51-200,Product enquiry,15.83,2,0,synthetic_demo
L000614,2025-09-17,Construction,201-1000,Product enquiry,12.9,2,0,synthetic_demo
L000366,2025-09-17,Retail,1001+,Product enquiry,10.83,3,0,synthetic_demo
L008426,2025-09-17,Healthcare,201-1000,Product enquiry,7.72,6,0,synthetic_demo
L004884,2025-09-17,Retail,1-50,Price quote,18.43,1,0,synthetic_demo
L003736,2025-09-17,Construction,201-1000,Price quote,4.55,3,1,synthetic_demo
L008719,2025-09-17,Healthcare,1001+,Bulk order,3.89,3,1,synthetic_demo
L011661,2025-09-17,Technology,1001+,Bulk order,12.08,3,1,synthetic_demo
L010389,2025-09-17,Manufacturing,1-50,Supplier request,3.65,2,0,synthetic_demo
L008750,2025-09-17,Healthcare,201-1000,Price quote,9.54,2,0,synthetic_demo
L005410,2025-09-17,Technology,201-1000,Supplier request,4.14,1,0,synthetic_demo
L003802,2025-09-17,Manufacturing,51-200,Supplier request,6.69,4,0,synthetic_demo
L007908,2025-09-17,Technology,1-50,Price quote,10.2,3,1,synthetic_demo
L004496,2025-09-17,Retail,1-50,Bulk order,14.5,2,0,synthetic_demo
L003053,2025-09-17,Healthcare,51-200,Product enquiry,9.77,0,0,synthetic_demo
L007161,2025-09-17,Healthcare,51-200,Bulk order,4.29,0,0,synthetic_demo
L005717,2025-09-17,Technology,51-200,Product enquiry,4.78,3,0,synthetic_demo
L006252,2025-09-17,Manufacturing,1-50,Bulk order,3.35,1,0,synthetic_demo
L009689,2025-09-17,Manufacturing,1001+,Price quote,4.87,2,1,synthetic_demo
L001733,2025-09-17,Technology,51-200,Product enquiry,3.94,4,0,synthetic_demo
L007563,2025-09-17,Manufacturing,1-50,Supplier request,14.77,2,0,synthetic_demo
L000113,2025-09-17,Retail,201-1000,Price quote,9.91,2,0,synthetic_demo
L003870,2025-09-18,Retail,1001+,Bulk order,15.38,3,0,synthetic_demo
L004873,2025-09-18,Technology,51-200,Price quote,5.89,3,0,synthetic_demo
L008155,2025-09-18,Healthcare,201-1000,Supplier request,4.45,1,0,synthetic_demo
L002983,2025-09-18,Manufacturing,1001+,Product enquiry,3.46,3,1,synthetic_demo
L000237,2025-09-18,Retail,201-1000,Supplier request,29.96,4,0,synthetic_demo
L000894,2025-09-18,Manufacturing,1-50,Price quote,42.64,3,0,synthetic_demo
L009675,2025-09-18,Retail,51-200,Product enquiry,8.5,0,0,synthetic_demo
L000594,2025-09-18,Healthcare,51-200,Price quote,4.33,3,0,synthetic_demo
L002648,2025-09-18,Technology,201-1000,Price quote,6.1,3,0,synthetic_demo
L004019,2025-09-18,Manufacturing,201-1000,Product enquiry,5.12,4,0,synthetic_demo
L010983,2025-09-18,Manufacturing,201-1000,Price quote,5.32,3,1,synthetic_demo
L007779,2025-09-18,Manufacturing,1-50,Price quote,9.49,1,0,synthetic_demo
L008398,2025-09-18,Technology,1001+,Product enquiry,1.39,3,0,synthetic_demo
L010667,2025-09-18,Retail,51-200,Product enquiry,5.06,1,0,synthetic_demo
L006409,2025-09-18,Healthcare,1-50,Supplier request,8.32,2,0,synthetic_demo
L010016,2025-09-18,Manufacturing,51-200,Product enquiry,15.78,2,0,synthetic_demo
L004441,2025-09-18,Manufacturing,1-50,Supplier request,9.92,1,0,synthetic_demo
L001649,2025-09-18,Construction,1-50,Bulk order,4.3,5,1,synthetic_demo
L004432,2025-09-18,Construction,1-50,Supplier request,8.63,2,0,synthetic_demo
L011802,2025-09-18,Retail,1-50,Bulk order,13.7,2,0,synthetic_demo
L006202,2025-09-18,Healthcare,51-200,Bulk order,15.52,1,0,synthetic_demo
L005067,2025-09-18,Healthcare,1-50,Product enquiry,9.74,2,0,synthetic_demo
L006263,2025-09-18,Manufacturing,51-200,Price quote,4.8,4,0,synthetic_demo
L011217,2025-09-18,Construction,51-200,Price quote,8.01,2,0,synthetic_demo
